Team,1,2,3,4,5,6,7,8,9,R,H,E,Game,10,11,12,13,14,15,16,17,18,19
BOS,4,2,0,1,7,1,0,1,-,16,17,0,401228805,,,,,,,,,,
ATL,0,0,2,0,4,0,3,1,2,12,14,1,401228804,,,,,,,,,,
WSH,0,0,0,1,0,1,0,0,0,2,6,0,401228804,,,,,,,,,,
CHC,0,0,0,1,0,0,0,3,0,4,7,4,401228806,,,,,,,,,,
MIA,0,0,0,0,0,3,0,2,-,5,7,0,401228806,,,,,,,,,,
CLE,0,1,0,0,2,0,1,0,0,4,8,0,401228808,,,,,,,,,,
DET,2,1,0,1,0,0,0,2,-,6,9,0,401228808,,,,,,,,,,
MIL,0,0,0,2,0,3,1,-,-,6,12,1,401228812,,,,,,,,,,
PIT,0,0,0,0,0,0,0,-,-,0,4,1,401228812,,,,,,,,,,
OAK,1,1,0,0,0,1,4,0,1,8,11,0,401228814,,,,,,,,,,
TEX,1,0,0,0,0,2,0,0,0,3,10,1,401228814,,,,,,,,,,
LAD,0,0,0,0,0,0,1,0,0,2,4,0,401228811,1.0,,,,,,,,,
NYM,0,0,0,1,0,0,0,0,0,1,4,0,401228811,0.0,,,,,,,,,
NYY,2,0,1,0,0,0,0,1,0,7,10,0,401228813,3.0,,,,,,,,,
CHW,1,1,1,0,0,0,0,0,1,5,13,0,401228813,1.0,,,,,,,,,
STL,0,0,0,0,2,0,4,0,3,9,11,0,401228816,,,,,,,,,,
KC,0,0,0,1,0,0,0,0,3,4,12,2,401228816,,,,,,,,,,
TB,0,0,0,0,0,0,0,0,0,0,3,0,401228817,,,,,,,,,,
MIN,4,0,3,0,0,2,2,1,-,12,16,0,401228817,,,,,,,,,,
SD,0,0,0,0,0,0,0,0,0,0,0,0,401228815,,,,,,,,,,
ARI,5,0,0,0,1,1,0,0,-,7,15,0,401228815,,,,,,,,,,
COL,0,1,0,0,0,2,0,1,0,4,5,0,401228809,,,,,,,,,,
SF,0,1,0,0,0,0,0,0,0,1,7,1,401228809,,,,,,,,,,
HOU,0,0,3,0,1,4,0,0,0,8,12,0,401228810,,,,,,,,,,
LAA,2,0,0,0,0,0,0,0,0,2,9,0,401228810,,,,,,,,,,
TOR,0,1,1,0,1,0,0,0,0,3,7,0,401228818,,,,,,,,,,
SEA,2,0,0,0,0,0,4,3,-,9,8,1,401228818,,,,,,,,,,
ATL,0,1,2,0,3,0,0,0,0,6,10,0,401228819,,,,,,,,,,
WSH,0,0,3,0,2,0,0,0,0,5,10,1,401228819,,,,,,,,,,
CIN,1,0,2,0,1,0,0,3,0,7,10,0,401228822,,,,,,,,,,
PHI,0,0,0,1,2,0,0,1,0,4,7,2,401228822,,,,,,,,,,
MIL,1,0,1,0,0,0,0,0,0,2,6,1,401228827,,,,,,,,,,
PIT,0,0,1,0,0,0,0,0,0,1,4,1,401228827,,,,,,,,,,
BAL,1,0,0,0,0,0,1,0,0,2,6,0,401228820,,,,,,,,,,
BOS,3,0,0,0,0,3,0,0,-,6,9,2,401228820,,,,,,,,,,
CHC,0,0,0,0,0,1,0,0,0,1,7,1,401228821,,,,,,,,,,
MIA,0,0,0,0,1,1,2,0,-,4,9,0,401228821,,,,,,,,,,
CLE,0,6,5,0,0,0,0,0,0,11,14,0,401228823,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,1,2,401228823,,,,,,,,,,
NYY,0,3,0,0,0,0,0,0,2,5,9,1,401228828,,,,,,,,,,
CHW,0,0,0,0,0,1,0,0,2,3,10,3,401228828,,,,,,,,,,
STL,3,4,0,0,0,0,0,0,0,7,12,0,401228831,,,,,,,,,,
KC,0,0,0,0,0,0,0,2,0,2,9,0,401228831,,,,,,,,,,
TB,0,0,0,0,1,2,1,0,0,4,7,1,401228832,,,,,,,,,,
MIN,2,0,0,2,0,0,0,0,1,5,4,1,401228832,,,,,,,,,,
OAK,0,1,0,0,0,1,1,1,0,4,10,0,401228829,,,,,,,,,,
TEX,3,1,1,0,2,0,0,0,-,7,8,0,401228829,,,,,,,,,,
COL,0,0,0,0,0,0,2,0,0,2,8,1,401228824,,,,,,,,,,
SF,0,0,0,0,3,0,2,0,-,5,10,0,401228824,,,,,,,,,,
HOU,0,0,1,0,0,0,0,0,0,1,8,0,401228825,,,,,,,,,,
LAA,0,0,0,0,1,1,0,1,-,3,8,0,401228825,,,,,,,,,,
SD,0,0,1,0,3,0,0,4,0,8,11,0,401228830,,,,,,,,,,
ARI,0,0,1,0,1,0,0,0,0,2,8,0,401228830,,,,,,,,,,
TOR,0,3,2,0,1,0,0,1,1,8,12,0,401228833,,,,,,,,,,
SEA,1,0,0,0,0,0,0,2,0,3,7,1,401228833,,,,,,,,,,
LAD,3,3,0,0,0,3,0,3,2,14,16,1,401228826,,,,,,,,,,
NYM,0,0,1,1,0,0,2,0,0,4,6,0,401228826,,,,,,,,,,
LAA,1,0,0,0,0,0,0,0,0,1,3,0,401343034,,,,,,,,,,
NYY,2,0,0,0,0,0,0,0,-,2,5,1,401343034,,,,,,,,,,
ATL,1,0,0,7,0,2,2,0,0,12,14,0,401228834,,,,,,,,,,
MIA,1,1,0,0,0,0,0,0,0,2,4,0,401228834,,,,,,,,,,
BAL,0,0,1,0,0,0,0,1,0,2,7,0,401228835,,,,,,,,,,
TB,0,0,0,2,3,3,1,0,-,9,12,0,401228835,,,,,,,,,,
CHC,0,0,0,0,0,0,0,5,0,5,10,0,401228836,,,,,,,,,,
CIN,0,0,0,2,2,0,8,2,-,14,14,0,401228836,,,,,,,,,,
OAK,0,2,0,0,0,0,0,0,0,2,6,1,401228840,,,,,,,,,,
CHW,0,0,1,1,1,1,0,1,-,5,10,0,401228840,,,,,,,,,,
CLE,0,2,0,0,1,1,0,0,0,4,8,1,401228837,0.0,,,,,,,,,
MIN,1,0,1,1,0,1,0,0,0,5,14,4,401228837,1.0,,,,,,,,,
HOU,1,0,0,0,2,1,0,1,1,6,12,0,401228838,,,,,,,,,,
KC,0,2,1,0,0,1,1,2,-,7,12,0,401228838,,,,,,,,,,
SD,0,1,0,0,0,1,0,0,3,5,10,0,401289753,,,,,,,,,,
COL,1,0,4,0,0,0,0,0,1,6,9,0,401289753,,,,,,,,,,
NYM,0,0,0,0,3,0,0,2,0,5,10,0,401228839,,,,,,,,,,
SF,0,0,0,2,2,0,3,0,-,7,13,1,401228839,,,,,,,,,,
PIT,0,0,0,0,0,0,1,0,0,1,6,0,401228841,,,,,,,,,,
LAD,0,0,0,0,0,0,1,1,-,2,5,1,401228841,,,,,,,,,,
BOS,0,0,2,0,1,0,0,-,-,3,8,0,401347957,,,,,,,,,,
NYY,0,2,0,0,3,0,-,-,-,5,8,0,401347957,,,,,,,,,,
BOS,0,0,0,0,0,0,0,-,-,0,5,0,401228845,,,,,,,,,,
NYY,0,1,0,1,0,0,-,-,-,2,8,0,401228845,,,,,,,,,,
TOR,0,0,1,0,2,0,0,3,0,6,10,1,401228856,,,,,,,,,,
WSH,0,1,6,1,0,0,0,4,-,12,10,1,401228856,,,,,,,,,,
LAA,1,0,1,0,0,0,0,0,6,8,12,0,401228842,,,,,,,,,,
DET,0,0,1,0,1,0,0,0,0,2,7,1,401228842,,,,,,,,,,
ATL,0,0,0,0,0,0,0,1,1,2,6,0,401228843,,,,,,,,,,
MIA,0,0,0,0,0,0,0,0,0,0,4,0,401228843,,,,,,,,,,
BAL,0,0,0,0,0,0,0,0,0,0,4,2,401228844,,,,,,,,,,
TB,0,0,0,3,5,2,0,0,-,10,11,0,401228844,,,,,,,,,,
CHC,0,0,1,0,0,1,0,0,0,2,11,0,401228846,,,,,,,,,,
CIN,0,0,0,0,0,1,0,0,0,1,5,0,401228846,,,,,,,,,,
MIL,0,1,1,0,0,0,0,0,0,2,14,0,401228849,,,,,,,,,,
STL,0,0,0,0,0,0,0,0,0,0,4,1,401228849,,,,,,,,,,
SEA,0,0,1,0,1,0,0,0,1,3,6,0,401228855,,,,,,,,,,
TEX,0,0,1,0,0,0,0,0,0,1,6,0,401228855,,,,,,,,,,
CLE,0,0,0,0,2,1,0,0,0,3,7,0,401228847,,,,,,,,,,
MIN,0,0,0,0,0,0,0,1,0,1,4,2,401228847,,,,,,,,,,
HOU,0,0,1,0,0,0,0,0,0,1,4,0,401228848,,,,,,,,,,
KC,0,0,0,1,0,2,0,0,-,3,9,0,401228848,,,,,,,,,,
OAK,0,0,0,0,0,0,0,0,0,0,4,0,401228851,,,,,,,,,,
CHW,0,5,0,3,0,1,0,0,-,9,11,0,401228851,,,,,,,,,,
SD,0,0,0,0,0,0,3,0,0,3,6,0,401228854,,,,,,,,,,
COL,1,0,0,2,0,1,3,0,-,7,11,0,401228854,,,,,,,,,,
PHI,0,0,1,0,0,0,0,0,1,2,3,0,401228852,,,,,,,,,,
ARI,0,0,0,0,1,2,0,0,-,3,7,0,401228852,,,,,,,,,,
NYM,0,0,0,0,0,0,0,2,0,2,8,0,401228850,,,,,,,,,,
SF,2,0,0,0,0,0,1,0,-,3,5,1,401228850,,,,,,,,,,
PIT,0,0,0,2,0,0,0,0,1,3,5,0,401228853,,,,,,,,,,
LAD,0,0,2,0,2,0,0,0,-,4,8,2,401228853,,,,,,,,,,
CHC,1,4,0,0,0,1,0,0,1,7,12,0,401228861,,,,,,,,,,
CIN,0,1,0,0,0,0,0,0,0,1,6,1,401228861,,,,,,,,,,
CLE,1,1,1,1,1,0,0,0,2,7,7,2,401228862,0.0,0.0,,,,,,,,
MIN,1,0,0,1,5,0,0,0,0,8,10,2,401228862,0.0,1.0,,,,,,,,
SD,0,2,1,1,0,1,0,0,0,5,9,0,401228869,,,,,,,,,,
COL,3,0,1,1,2,0,0,0,-,7,11,0,401228869,,,,,,,,,,
NYM,0,0,0,0,0,0,0,0,1,6,10,0,401228865,0.0,1.0,4.0,,,,,,,
SF,0,0,1,0,0,0,0,0,0,2,7,0,401228865,0.0,1.0,0.0,,,,,,,
TOR,0,1,1,0,0,0,3,0,0,5,8,1,401228871,,,,,,,,,,
WSH,3,0,0,0,0,1,4,0,-,8,11,1,401228871,,,,,,,,,,
BOS,1,0,0,0,0,0,0,0,1,2,4,0,401228860,,,,,,,,,,
NYY,0,4,0,0,0,0,0,1,-,5,7,0,401228860,,,,,,,,,,
LAA,2,0,0,0,0,0,0,1,0,3,7,0,401228857,,,,,,,,,,
DET,0,0,0,0,1,0,0,0,0,1,6,0,401228857,,,,,,,,,,
ATL,0,0,0,4,1,2,0,4,0,11,10,0,401228858,,,,,,,,,,
MIA,0,0,0,0,2,0,1,0,6,9,12,0,401228858,,,,,,,,,,
BAL,2,0,0,0,0,0,1,1,0,4,8,1,401228859,,,,,,,,,,
TB,2,0,0,2,0,3,0,1,-,8,12,0,401228859,,,,,,,,,,
MIL,0,0,0,1,1,0,0,0,1,6,8,0,401228864,3.0,,,,,,,,,
STL,2,1,0,0,0,0,0,0,0,4,8,3,401228864,1.0,,,,,,,,,
SEA,2,0,0,0,0,0,0,1,0,3,5,0,401228870,,,,,,,,,,
TEX,0,0,0,0,0,0,1,0,0,1,8,0,401228870,,,,,,,,,,
HOU,0,0,0,0,0,0,2,0,0,2,10,0,401228863,,,,,,,,,,
KC,0,0,0,1,0,0,2,0,-,3,8,0,401228863,,,,,,,,,,
OAK,0,0,0,1,0,0,1,0,0,2,8,0,401228866,,,,,,,,,,
CHW,1,0,0,1,0,1,0,0,-,3,9,1,401228866,,,,,,,,,,
PHI,1,0,0,0,0,0,0,1,0,2,4,1,401228867,,,,,,,,,,
ARI,0,0,1,1,1,0,1,0,-,4,11,0,401228867,,,,,,,,,,
PIT,0,0,0,0,0,0,0,0,0,0,3,0,401228868,,,,,,,,,,
LAD,3,1,0,3,0,2,0,0,-,9,9,0,401228868,,,,,,,,,,
LAA,0,2,0,0,0,6,1,3,1,13,16,1,401228872,,,,,,,,,,
DET,2,5,0,2,1,0,0,0,0,10,14,1,401228872,,,,,,,,,,
BAL,0,0,0,0,1,0,0,0,1,2,8,0,401228873,,,,,,,,,,
TB,2,2,0,3,0,0,0,0,-,7,7,0,401228873,,,,,,,,,,
SEA,2,3,1,0,0,0,0,1,0,9,12,1,401228882,0.0,2.0,,,,,,,,
TEX,0,0,0,0,1,1,0,0,5,8,9,0,401228882,0.0,1.0,,,,,,,,
HOU,0,0,0,1,0,2,0,0,0,6,10,0,401228874,3.0,,,,,,,,,
KC,1,0,2,0,0,0,0,0,0,3,7,0,401228874,0.0,,,,,,,,,
OAK,0,0,1,1,0,1,2,0,0,5,6,1,401228879,,,,,,,,,,
CHW,1,0,0,0,2,0,0,0,1,4,8,0,401228879,,,,,,,,,,
PHI,0,0,0,0,0,0,0,1,1,2,7,0,401228880,,,,,,,,,,
ARI,0,0,0,1,0,0,5,0,-,6,8,0,401228880,,,,,,,,,,
MIN,0,0,0,0,0,3,0,1,1,5,8,0,401228877,,,,,,,,,,
NYY,0,0,4,2,0,0,0,1,-,7,7,0,401228877,,,,,,,,,,
MIA,0,0,0,1,0,0,0,0,0,1,8,0,401228875,,,,,,,,,,
CIN,0,0,0,4,0,0,2,0,-,6,9,0,401228875,,,,,,,,,,
MIL,0,0,0,4,0,0,0,0,0,4,6,1,401228876,,,,,,,,,,
STL,1,0,0,0,5,1,1,0,-,8,10,0,401228876,,,,,,,,,,
NYM,0,0,0,1,0,0,0,0,0,1,6,1,401228878,,,,,,,,,,
LAD,0,2,0,0,2,0,0,0,-,4,6,0,401228878,,,,,,,,,,
KC,0,0,0,1,1,2,0,1,1,6,8,1,401228888,,,,,,,,,,
CHC,0,1,1,0,0,0,0,0,0,2,5,0,401228888,,,,,,,,,,
ATL,0,2,1,0,0,0,0,0,0,3,7,0,401228885,,,,,,,,,,
BAL,0,0,0,0,0,0,0,0,0,0,4,1,401228885,,,,,,,,,,
MIN,0,0,0,0,0,2,0,0,0,2,4,0,401228890,,,,,,,,,,
NYY,4,2,0,1,0,0,1,2,-,10,10,0,401228890,,,,,,,,,,
DET,0,0,0,0,0,0,0,1,0,4,9,0,401228887,3.0,,,,,,,,,
TOR,0,0,0,1,0,0,0,0,0,1,5,1,401228887,0.0,,,,,,,,,
LAA,0,0,1,0,0,0,0,0,0,1,4,0,401228883,,,,,,,,,,
CLE,3,2,0,0,0,3,0,1,-,9,15,1,401228883,,,,,,,,,,
CHW,1,0,0,0,3,0,0,0,1,7,11,0,401228886,0.0,2.0,,,,,,,,
TB,0,1,0,0,1,0,0,3,0,5,5,3,401228886,0.0,0.0,,,,,,,,
MIA,0,0,0,0,0,0,0,3,0,3,4,2,401228889,,,,,,,,,,
CIN,2,0,0,0,3,0,0,0,-,5,6,1,401228889,,,,,,,,,,
TEX,0,0,0,0,0,0,0,0,0,0,7,0,401228896,,,,,,,,,,
BOS,1,1,0,0,3,1,0,0,-,6,10,0,401228896,,,,,,,,,,
SEA,0,0,0,1,0,1,0,1,0,3,6,0,401228894,,,,,,,,,,
HOU,2,2,3,3,2,0,0,0,-,12,15,0,401228894,,,,,,,,,,
WSH,0,0,0,2,0,1,0,0,1,4,8,0,401228897,,,,,,,,,,
MIL,0,0,0,0,0,0,1,0,0,1,3,0,401228897,,,,,,,,,,
PIT,0,0,0,2,0,1,0,0,1,4,4,0,401228893,,,,,,,,,,
STL,0,0,0,0,0,0,0,0,0,0,10,1,401228893,,,,,,,,,,
ARI,0,0,2,1,0,1,0,0,0,4,11,1,401228884,,,,,,,,,,
COL,0,2,1,1,0,2,0,3,-,9,15,0,401228884,,,,,,,,,,
SF,0,0,0,0,1,0,0,0,0,1,5,1,401228895,,,,,,,,,,
OAK,0,0,0,2,0,0,2,0,-,4,6,0,401228895,,,,,,,,,,
NYM,0,0,0,1,0,0,0,1,0,2,6,0,401228891,,,,,,,,,,
LAD,1,0,2,0,0,0,0,0,-,3,5,0,401228891,,,,,,,,,,
PHI,0,0,3,0,0,0,0,1,0,4,5,0,401228892,,,,,,,,,,
SD,0,0,2,0,0,0,0,1,0,3,4,1,401228892,,,,,,,,,,
MIN,0,0,0,0,0,0,0,1,0,1,6,1,401228905,,,,,,,,,,
NYY,0,1,0,0,5,0,0,1,-,7,8,0,401228905,,,,,,,,,,
CHW,0,0,1,0,0,1,0,2,0,4,9,0,401228901,,,,,,,,,,
TB,3,1,0,1,1,0,0,2,-,8,11,0,401228901,,,,,,,,,,
KC,1,1,0,0,1,0,1,0,0,4,9,0,401228903,,,,,,,,,,
CHC,0,0,0,0,0,0,2,0,0,2,1,0,401228903,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,6,0,401228902,,,,,,,,,,
TOR,0,2,0,0,0,0,0,1,-,3,7,0,401228902,,,,,,,,,,
NYM,0,0,0,0,1,0,2,0,0,3,8,0,401228906,,,,,,,,,,
LAD,2,0,0,1,0,1,0,0,-,4,8,1,401228906,,,,,,,,,,
WSH,2,0,0,0,1,1,0,0,2,6,11,1,401228912,,,,,,,,,,
MIL,1,0,0,0,3,0,0,5,-,9,11,0,401228912,,,,,,,,,,
SF,0,2,0,0,0,0,2,0,2,6,10,1,401228910,,,,,,,,,,
OAK,3,0,1,1,0,0,0,0,0,5,8,0,401228910,,,,,,,,,,
LAA,0,0,0,0,0,0,0,1,0,1,3,0,401228898,,,,,,,,,,
CLE,0,0,3,0,0,0,2,0,-,5,13,0,401228898,,,,,,,,,,
SEA,0,0,0,0,0,1,0,0,0,1,5,0,401228909,,,,,,,,,,
HOU,1,0,4,1,6,3,0,0,-,15,15,0,401228909,,,,,,,,,,
MIA,0,0,0,0,2,0,0,2,0,4,8,0,401228904,,,,,,,,,,
CIN,2,0,0,0,0,4,0,1,-,7,8,0,401228904,,,,,,,,,,
ATL,0,0,2,1,1,0,0,0,1,5,9,0,401228900,,,,,,,,,,
BAL,1,0,0,2,0,0,0,0,1,4,9,0,401228900,,,,,,,,,,
TEX,0,2,0,3,1,0,0,4,0,10,17,0,401228911,,,,,,,,,,
BOS,0,0,1,0,0,0,0,0,0,1,5,5,401228911,,,,,,,,,,
PIT,0,0,1,1,0,0,3,0,0,5,12,1,401228908,,,,,,,,,,
STL,0,0,1,0,0,2,1,0,0,4,10,1,401228908,,,,,,,,,,
ARI,0,0,0,0,2,0,0,0,0,2,8,1,401228899,,,,,,,,,,
COL,0,0,0,0,0,0,0,2,3,5,7,0,401228899,,,,,,,,,,
PHI,1,0,0,0,0,0,0,2,0,3,4,1,401228907,0.0,,,,,,,,,
SD,0,0,0,0,0,0,1,0,2,4,4,0,401228907,1.0,,,,,,,,,
ATL,0,0,0,3,0,0,0,0,0,3,7,0,401228915,,,,,,,,,,
BAL,0,0,0,1,0,0,0,0,0,1,8,0,401228915,,,,,,,,,,
DET,0,0,0,0,0,1,0,0,1,5,9,2,401228917,1.0,2.0,,,,,,,,
TOR,0,0,1,0,0,0,0,1,0,3,10,1,401228917,1.0,0.0,,,,,,,,
CHW,0,0,0,0,0,0,0,0,0,0,7,0,401228916,,,,,,,,,,
TB,1,0,2,0,0,3,2,1,-,9,12,1,401228916,,,,,,,,,,
MIA,0,0,0,1,0,0,0,0,0,1,3,0,401228919,,,,,,,,,,
CIN,1,0,0,0,1,0,0,1,-,3,6,1,401228919,,,,,,,,,,
SEA,0,0,0,0,0,0,0,1,1,6,9,1,401228924,0.0,4.0,,,,,,,,
HOU,0,2,0,0,0,0,0,0,0,3,12,0,401228924,0.0,1.0,,,,,,,,
WSH,0,0,1,0,0,0,0,0,2,3,9,1,401228927,,,,,,,,,,
MIL,1,0,0,2,0,2,2,0,-,7,9,2,401228927,,,,,,,,,,
PIT,0,0,0,0,0,0,0,0,0,0,4,0,401228923,,,,,,,,,,
STL,1,0,0,0,1,0,0,1,-,3,9,0,401228923,,,,,,,,,,
KC,0,1,2,2,2,2,0,0,0,9,17,0,401228918,,,,,,,,,,
CHC,0,0,0,1,0,0,0,0,0,1,5,0,401228918,,,,,,,,,,
ARI,0,3,0,0,0,2,1,1,1,8,11,0,401228914,,,,,,,,,,
COL,1,0,0,0,0,0,0,2,1,4,5,0,401228914,,,,,,,,,,
PHI,0,0,0,3,1,0,3,0,0,7,11,0,401228922,,,,,,,,,,
SD,1,0,0,0,0,0,0,0,3,4,9,0,401228922,,,,,,,,,,
SF,0,0,0,0,0,0,0,2,0,2,4,0,401228925,,,,,,,,,,
OAK,0,0,0,0,0,1,0,0,0,1,8,0,401228925,,,,,,,,,,
NYM,3,0,0,0,0,0,2,0,2,7,9,0,401228921,,,,,,,,,,
LAD,0,0,0,2,0,0,0,0,0,2,5,1,401228921,,,,,,,,,,
LAA,0,0,0,0,0,0,0,0,0,0,4,0,401228913,,,,,,,,,,
CLE,2,0,0,1,0,0,0,0,-,3,6,0,401228913,,,,,,,,,,
TEX,0,0,0,0,1,0,0,0,2,4,10,1,401361178,1.0,0.0,,,,,,,,
BOS,0,2,0,0,0,1,0,0,0,8,8,2,401361178,1.0,4.0,,,,,,,,
ARI,0,1,0,0,4,0,0,0,0,5,8,1,401228928,,,,,,,,,,
PIT,0,0,0,1,1,0,3,1,-,6,8,0,401228928,,,,,,,,,,
CHW,0,0,0,0,0,1,0,0,0,1,6,1,401228929,,,,,,,,,,
TOR,0,0,0,0,0,1,0,1,-,2,5,0,401228929,,,,,,,,,,
NYY,0,1,0,0,0,2,0,2,0,5,6,1,401228932,,,,,,,,,,
ATL,0,1,0,0,0,0,0,0,0,1,5,0,401228932,,,,,,,,,,
COL,3,0,0,0,0,0,1,0,0,4,9,0,401228930,,,,,,,,,,
CHC,0,0,0,0,0,1,0,3,2,6,9,0,401228930,,,,,,,,,,
KC,0,1,1,0,0,0,2,3,0,7,13,1,401228931,,,,,,,,,,
HOU,0,0,1,0,0,0,0,0,0,1,7,1,401228931,,,,,,,,,,
SEA,0,0,0,0,0,2,0,0,3,5,10,1,401228933,,,,,,,,,,
OAK,1,0,0,1,0,1,0,0,0,3,6,0,401228933,,,,,,,,,,
SEA,0,1,2,0,0,0,0,2,0,5,11,1,401228944,,,,,,,,,,
OAK,1,0,0,0,0,0,0,0,0,1,8,0,401228944,,,,,,,,,,
LAA,0,5,3,5,0,0,0,1,0,14,19,1,401228934,,,,,,,,,,
BAL,1,0,1,0,3,3,0,0,0,8,13,2,401228934,,,,,,,,,,
ARI,0,0,0,0,0,0,0,2,0,2,7,0,401228935,,,,,,,,,,
PIT,0,0,2,2,0,0,0,0,-,4,8,0,401228935,,,,,,,,,,
TB,0,0,0,1,0,0,0,2,0,3,9,0,401228946,,,,,,,,,,
PHI,0,0,0,1,0,0,0,0,0,1,6,0,401228946,,,,,,,,,,
CHW,4,0,0,1,0,0,0,0,0,5,18,0,401228936,,,,,,,,,,
TOR,0,0,0,0,0,0,1,0,1,2,9,0,401228936,,,,,,,,,,
MIN,1,0,0,2,0,1,4,0,1,9,14,1,401228942,,,,,,,,,,
BOS,0,0,1,3,5,0,0,2,-,11,11,1,401228942,,,,,,,,,,
SF,1,2,0,4,0,0,0,1,0,8,15,0,401228945,,,,,,,,,,
NYM,0,0,0,0,0,0,0,0,0,0,5,0,401228945,,,,,,,,,,
TEX,3,0,0,0,1,0,0,0,3,7,15,0,401228947,,,,,,,,,,
CLE,0,0,1,0,1,1,0,0,0,3,6,0,401228947,,,,,,,,,,
WSH,0,0,0,3,2,0,0,0,0,5,11,1,401228948,,,,,,,,,,
MIA,0,0,0,0,0,0,1,0,0,1,8,0,401228948,,,,,,,,,,
NYY,0,1,0,1,2,0,1,0,0,5,7,0,401228943,,,,,,,,,,
ATL,2,0,0,0,1,0,0,0,1,4,9,0,401228943,,,,,,,,,,
DET,0,2,2,0,0,0,0,0,0,4,7,0,401228939,,,,,,,,,,
STL,0,0,0,0,0,0,0,3,0,3,6,0,401228939,,,,,,,,,,
CIN,0,0,0,3,0,1,0,0,0,4,7,0,401228937,,,,,,,,,,
MIL,1,0,0,0,0,0,4,2,-,7,10,0,401228937,,,,,,,,,,
KC,0,0,0,0,0,0,0,0,0,0,4,2,401228940,,,,,,,,,,
HOU,3,0,1,0,0,0,0,0,-,4,8,0,401228940,,,,,,,,,,
LAD,0,1,0,0,0,0,2,2,0,5,6,0,401228941,,,,,,,,,,
SD,0,0,0,0,0,0,0,2,0,2,3,0,401228941,,,,,,,,,,
DET,0,0,0,0,1,0,0,0,1,2,11,0,401228954,0.0,,,,,,,,,
STL,1,0,1,0,0,0,0,0,0,3,5,0,401228954,1.0,,,,,,,,,
KC,0,0,0,1,0,0,4,0,0,5,7,0,401228955,0.0,,,,,,,,,
HOU,0,0,1,1,0,1,1,1,0,6,12,0,401228955,1.0,,,,,,,,,
COL,0,1,1,0,0,0,0,-,-,2,3,0,401228953,,,,,,,,,,
CHC,0,1,0,1,3,0,-,-,-,5,8,0,401228953,,,,,,,,,,
COL,2,0,0,4,0,2,0,1,0,13,13,1,401361417,4.0,,,,,,,,,
CHC,0,5,0,0,0,0,3,1,0,10,11,0,401361417,1.0,,,,,,,,,
LAA,0,2,0,4,0,0,0,0,0,6,9,0,401228949,,,,,,,,,,
BAL,2,0,0,2,0,0,1,5,-,10,9,0,401228949,,,,,,,,,,
ARI,0,0,0,0,0,2,1,2,0,5,7,0,401228950,,,,,,,,,,
PIT,0,0,0,1,1,0,0,0,0,2,7,1,401228950,,,,,,,,,,
TB,0,0,0,2,1,0,0,1,3,7,11,0,401228959,,,,,,,,,,
PHI,0,1,0,0,2,0,0,1,0,4,9,2,401228959,,,,,,,,,,
CHW,0,0,1,0,0,0,0,0,0,1,6,1,401228951,,,,,,,,,,
TOR,0,0,0,1,0,0,0,2,-,3,8,0,401228951,,,,,,,,,,
MIN,0,1,1,2,0,0,0,0,0,9,10,1,401228957,5.0,,,,,,,,,
BOS,0,0,0,0,0,0,1,1,2,6,15,0,401228957,2.0,,,,,,,,,
SF,0,0,0,1,0,0,2,0,0,3,4,2,401228958,,,,,,,,,,
NYM,0,0,0,0,1,1,0,0,0,2,10,1,401228958,,,,,,,,,,
TEX,0,0,0,0,0,2,0,0,0,2,10,1,401228960,,,,,,,,,,
CLE,0,1,0,0,2,2,1,1,-,7,10,0,401228960,,,,,,,,,,
WSH,0,0,0,0,0,0,3,0,0,3,6,0,401228961,0.0,,,,,,,,,
MIA,0,1,0,0,0,1,1,0,0,4,9,0,401228961,1.0,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,1,1,5,1,401228952,,,,,,,,,,
MIL,0,0,0,1,0,0,1,2,-,4,5,0,401228952,,,,,,,,,,
LAD,0,0,0,0,0,0,0,1,0,5,10,1,401228956,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,
SD,0,1,0,0,0,0,0,0,0,3,4,0,401228956,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,
LAA,1,0,0,0,0,0,0,0,0,1,3,2,401228962,,,,,,,,,,
BAL,0,0,1,0,6,0,1,5,-,13,16,0,401228962,,,,,,,,,,
CIN,1,0,0,0,3,1,0,0,0,5,7,0,401228965,,,,,,,,,,
MIL,0,0,0,0,0,0,1,0,0,1,6,1,401228965,,,,,,,,,,
CHW,0,1,3,3,0,2,0,0,1,10,12,1,401228964,,,,,,,,,,
TOR,1,0,0,0,1,5,0,0,0,7,10,0,401228964,,,,,,,,,,
ARI,0,2,0,2,0,2,0,2,0,8,15,3,401228963,,,,,,,,,,
PHI,0,0,0,0,2,0,0,0,5,7,7,1,401228963,,,,,,,,,,
STL,2,3,2,0,0,0,0,0,0,7,7,0,401228971,,,,,,,,,,
PIT,0,1,2,0,0,0,8,0,-,11,17,0,401228971,,,,,,,,,,
MIN,0,0,0,0,2,0,0,0,0,2,3,2,401228968,,,,,,,,,,
BOS,0,3,1,0,1,5,2,0,-,12,9,0,401228968,,,,,,,,,,
SF,2,0,0,0,0,0,0,1,0,3,6,0,401228970,,,,,,,,,,
NYM,0,0,0,0,0,2,0,0,0,2,9,0,401228970,,,,,,,,,,
