Team,1,2,3,4,5,6,7,8,9,R,H,E,Game,10,11,12,13,14,15,16,17,18,19
TEX,0,2,2,0,0,1,0,1,0,6,9,1,401228972,,,,,,,,,,
CLE,4,0,0,4,1,0,0,1,-,10,15,2,401228972,,,,,,,,,,
WSH,0,0,0,0,2,1,0,0,2,5,13,1,401228973,,,,,,,,,,
MIA,4,2,0,0,1,0,0,0,-,7,8,1,401228973,,,,,,,,,,
LAD,0,0,3,1,0,0,0,0,0,4,5,0,401228967,,,,,,,,,,
SD,0,0,0,0,0,0,0,0,0,0,3,0,401228967,,,,,,,,,,
NYY,0,2,4,0,0,0,0,0,1,7,9,0,401228969,,,,,,,,,,
OAK,0,0,2,3,1,0,0,0,0,6,7,1,401228969,,,,,,,,,,
KC,0,0,0,0,0,5,1,0,0,6,8,0,401228966,,,,,,,,,,
SEA,1,0,0,0,3,0,0,0,0,4,9,1,401228966,,,,,,,,,,
ARI,0,0,0,0,0,2,0,0,2,6,6,1,401228974,2.0,0.0,,,,,,,,
PHI,0,0,2,0,0,0,2,0,0,7,9,1,401228974,2.0,1.0,,,,,,,,
STL,0,0,0,0,3,0,1,0,0,4,9,1,401228985,,,,,,,,,,
PIT,0,0,0,0,1,1,0,1,0,3,8,0,401228985,,,,,,,,,,
TB,3,0,0,0,0,0,3,0,0,6,5,1,401228986,,,,,,,,,,
BAL,0,0,0,2,0,0,0,0,1,3,10,0,401228986,,,,,,,,,,
BOS,0,0,0,0,1,0,0,3,0,4,3,1,401228975,,,,,,,,,,
CLE,0,0,0,2,0,0,1,0,0,3,8,0,401228975,,,,,,,,,,
CIN,1,0,0,4,0,0,0,1,0,6,9,0,401228977,,,,,,,,,,
MIA,0,0,0,0,0,0,0,0,0,0,6,2,401228977,,,,,,,,,,
TOR,0,0,1,0,0,0,0,0,0,1,6,1,401228987,,,,,,,,,,
DET,0,0,0,1,0,0,0,1,-,2,7,0,401228987,,,,,,,,,,
WSH,0,0,2,0,0,0,0,0,0,2,6,0,401228988,,,,,,,,,,
NYM,0,0,0,1,0,0,0,0,0,1,4,1,401228988,,,,,,,,,,
SF,2,1,0,1,0,0,0,0,1,5,7,0,401228984,,,,,,,,,,
ATL,0,1,1,0,0,0,4,0,-,6,9,1,401228984,,,,,,,,,,
HOU,0,0,0,0,0,0,5,0,0,5,9,0,401228979,,,,,,,,,,
TEX,0,0,0,1,1,2,0,0,0,4,13,0,401228979,,,,,,,,,,
CHC,6,0,0,0,0,0,1,3,3,13,13,2,401228976,,,,,,,,,,
CHW,1,0,8,0,4,0,1,3,-,17,15,1,401228976,,,,,,,,,,
MIL,0,0,0,0,0,0,0,0,0,0,5,0,401228981,,,,,,,,,,
MIN,2,0,0,0,0,0,0,0,-,2,8,0,401228981,,,,,,,,,,
SD,0,3,0,0,2,0,0,0,0,5,10,0,401228983,,,,,,,,,,
LAA,0,0,0,0,0,0,0,0,0,0,3,2,401228983,,,,,,,,,,
NYY,0,0,0,2,3,0,0,0,3,8,14,1,401228982,,,,,,,,,,
OAK,0,0,0,0,0,0,2,0,0,2,8,0,401228982,,,,,,,,,,
COL,2,0,0,0,0,1,0,0,1,4,7,0,401228978,,,,,,,,,,
LAD,0,0,2,0,0,0,0,0,0,2,6,0,401228978,,,,,,,,,,
KC,1,0,0,4,0,0,0,0,0,8,16,0,401228980,1.0,0.0,2.0,,,,,,,
SEA,3,2,0,0,0,0,0,0,0,7,11,0,401228980,1.0,0.0,1.0,,,,,,,
BOS,2,0,0,0,0,0,0,0,0,5,12,0,401228990,3.0,,,,,,,,,
CLE,0,2,0,0,0,0,0,0,0,3,9,1,401228990,1.0,,,,,,,,,
NYY,0,0,0,0,0,0,0,0,2,2,5,2,401228997,,,,,,,,,,
OAK,0,2,0,1,0,0,0,0,-,3,5,0,401228997,,,,,,,,,,
KC,1,0,0,0,2,0,0,0,1,4,10,0,401228995,,,,,,,,,,
SEA,0,0,0,0,1,0,0,0,1,2,11,1,401228995,,,,,,,,,,
ARI,0,0,0,0,0,0,0,0,0,0,4,1,401228989,,,,,,,,,,
PHI,2,0,2,0,0,0,0,3,-,7,12,0,401228989,,,,,,,,,,
CIN,0,0,1,0,0,0,0,0,0,1,8,1,401228992,,,,,,,,,,
MIA,5,0,0,0,0,1,0,0,-,6,12,0,401228992,,,,,,,,,,
TOR,0,0,0,0,0,1,1,0,0,3,12,0,401229002,1.0,,,,,,,,,
DET,0,0,0,0,0,0,2,0,0,2,5,0,401229002,0.0,,,,,,,,,
HOU,0,3,1,0,0,1,0,0,0,5,11,0,401228994,,,,,,,,,,
TEX,0,0,0,1,0,1,0,0,0,2,5,0,401228994,,,,,,,,,,
STL,0,2,5,0,0,1,2,3,0,13,18,1,401229000,,,,,,,,,,
PIT,0,0,0,0,0,0,0,0,0,0,5,0,401229000,,,,,,,,,,
TB,0,0,0,0,0,0,2,2,0,4,8,0,401229001,,,,,,,,,,
BAL,0,0,0,0,1,2,0,0,0,3,6,0,401229001,,,,,,,,,,
CHC,0,1,0,5,1,0,0,0,0,7,9,0,401228991,,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,0,0,4,0,401228991,,,,,,,,,,
MIL,0,0,0,0,4,0,0,0,0,4,7,0,401228996,,,,,,,,,,
MIN,0,0,0,4,0,1,1,0,-,6,8,2,401228996,,,,,,,,,,
WSH,0,2,0,0,0,0,1,0,0,3,10,0,401229003,,,,,,,,,,
NYM,0,0,1,0,1,0,3,0,-,5,10,0,401229003,,,,,,,,,,
SF,1,0,1,0,0,0,1,2,0,5,8,1,401228999,,,,,,,,,,
ATL,0,0,0,0,0,0,0,0,0,0,7,0,401228999,,,,,,,,,,
SD,0,0,0,2,0,0,0,0,0,2,7,0,401228998,,,,,,,,,,
LAA,0,1,2,2,2,3,0,0,-,10,12,0,401228998,,,,,,,,,,
COL,0,0,1,1,0,0,0,0,0,2,3,1,401228993,,,,,,,,,,
LAD,0,0,1,1,0,0,0,3,-,5,7,0,401228993,,,,,,,,,,
ARI,0,1,0,0,0,0,1,2,0,4,10,1,401229004,,,,,,,,,,
PHI,2,0,0,0,3,0,0,2,-,7,11,0,401229004,,,,,,,,,,
STL,0,0,1,0,2,0,0,0,0,3,6,0,401229014,,,,,,,,,,
PIT,0,0,0,1,0,0,0,0,3,4,4,0,401229014,,,,,,,,,,
TB,2,1,0,0,0,3,4,2,0,12,13,0,401229015,,,,,,,,,,
BAL,1,0,1,0,0,2,2,2,0,8,13,0,401229015,,,,,,,,,,
BOS,1,1,0,1,1,0,1,0,0,5,9,0,401229005,,,,,,,,,,
CLE,0,0,0,0,0,3,1,3,-,7,8,0,401229005,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,1,1,2,0,401229007,,,,,,,,,,
MIA,2,0,0,0,0,0,0,0,-,2,4,1,401229007,,,,,,,,,,
TOR,1,0,0,1,0,0,0,0,0,2,10,2,401229016,,,,,,,,,,
DET,0,0,0,0,0,1,0,0,0,1,8,0,401229016,,,,,,,,,,
WSH,0,0,0,2,0,1,0,1,0,4,3,0,401229017,,,,,,,,,,
NYM,1,0,0,2,1,3,0,2,-,9,11,2,401229017,,,,,,,,,,
SF,0,0,0,0,0,0,0,0,0,0,5,0,401229013,,,,,,,,,,
ATL,0,0,0,3,0,2,2,2,-,9,12,0,401229013,,,,,,,,,,
CHC,0,0,0,1,0,0,0,0,0,1,5,0,401229006,,,,,,,,,,
CHW,1,2,0,0,7,2,1,0,-,13,11,0,401229006,,,,,,,,,,
MIL,0,1,3,2,0,0,0,0,0,6,9,0,401229011,,,,,,,,,,
MIN,0,0,0,2,0,0,0,0,0,2,6,0,401229011,,,,,,,,,,
HOU,0,0,0,0,2,0,0,0,0,2,6,2,401229009,,,,,,,,,,
TEX,3,0,1,1,8,0,0,0,-,13,16,0,401229009,,,,,,,,,,
COL,3,0,0,0,0,0,2,0,0,5,10,0,401229008,,,,,,,,,,
LAD,0,0,0,0,0,0,0,0,0,0,3,0,401229008,,,,,,,,,,
KC,0,0,0,0,0,1,1,1,0,3,8,1,401229010,,,,,,,,,,
SEA,1,0,0,0,0,1,2,0,-,4,5,0,401229010,,,,,,,,,,
NYY,0,0,0,0,0,0,1,0,0,1,5,2,401229012,,,,,,,,,,
OAK,0,0,0,1,0,0,0,2,-,3,9,2,401229012,,,,,,,,,,
MIN,0,0,0,3,0,0,0,0,0,3,6,1,401347954,,,,,,,,,,
DET,0,0,1,0,1,0,0,0,0,2,8,0,401347954,,,,,,,,,,
STL,2,0,0,0,0,1,0,0,0,3,8,1,401229027,,,,,,,,,,
CIN,0,1,0,0,0,0,0,0,0,1,2,0,401229027,,,,,,,,,,
PHI,3,0,3,0,1,0,0,0,0,7,10,0,401229025,,,,,,,,,,
WSH,0,2,1,0,1,0,0,0,0,4,8,1,401229025,,,,,,,,,,
BAL,1,0,0,0,0,1,0,0,1,3,6,0,401229019,,,,,,,,,,
TOR,0,0,0,1,0,3,3,0,-,7,6,0,401229019,,,,,,,,,,
BOS,0,1,0,0,0,0,0,0,0,1,6,1,401229020,,,,,,,,,,
TB,1,0,1,1,0,1,0,2,-,6,8,0,401229020,,,,,,,,,,
COL,0,0,0,0,0,0,1,2,0,3,6,0,401229021,,,,,,,,,,
TEX,0,0,0,1,1,2,0,0,-,4,9,0,401229021,,,,,,,,,,
NYY,2,0,0,0,3,0,2,0,0,7,9,0,401229024,,,,,,,,,,
LAA,0,0,0,5,1,1,0,1,-,8,10,1,401229024,,,,,,,,,,
SD,2,2,1,0,0,0,1,0,1,7,13,0,401229026,,,,,,,,,,
ARI,0,0,0,0,1,0,4,0,0,5,7,1,401229026,,,,,,,,,,
MIL,1,1,0,0,0,0,0,1,0,3,9,0,401229023,,,,,,,,,,
SF,0,0,0,0,0,0,1,0,0,1,6,0,401229023,,,,,,,,,,
ATL,0,0,0,0,0,2,1,0,0,3,8,0,401229018,,,,,,,,,,
LAD,1,1,3,0,0,0,0,0,-,5,10,0,401229018,,,,,,,,,,
HOU,2,0,0,0,0,0,0,2,0,4,11,2,401229022,,,,,,,,,,
SEA,0,1,0,0,0,2,0,0,0,3,6,1,401229022,,,,,,,,,,
MIA,0,2,0,0,1,2,0,0,0,5,10,1,401227183,,,,,,,,,,
NYM,0,0,0,0,1,0,0,0,5,6,12,2,401227183,,,,,,,,,,
PHI,0,0,0,2,1,6,0,0,3,12,18,3,401229039,,,,,,,,,,
WSH,0,1,2,2,0,0,0,0,1,6,10,0,401229039,,,,,,,,,,
BAL,0,0,0,0,0,3,1,0,0,4,4,0,401229029,,,,,,,,,,
TOR,0,0,1,0,0,1,0,0,0,2,6,1,401229029,,,,,,,,,,
BOS,1,0,0,0,0,1,0,1,2,5,10,2,401229030,,,,,,,,,,
TB,0,1,6,0,0,1,0,0,-,8,5,1,401229030,,,,,,,,,,
MIA,0,0,0,0,1,0,0,-,-,1,5,0,401229035,,,,,,,,,,
NYM,0,0,0,3,0,0,-,-,-,3,7,1,401229035,,,,,,,,,,
OAK,0,0,3,0,3,0,0,2,1,9,12,0,401229038,,,,,,,,,,
DET,1,0,0,0,2,0,0,0,0,3,10,0,401229038,,,,,,,,,,
COL,0,0,1,0,0,0,2,0,0,3,6,0,401229033,,,,,,,,,,
TEX,0,1,1,1,1,0,0,0,-,4,5,0,401229033,,,,,,,,,,
CHC,1,1,0,0,0,0,0,1,0,3,7,0,401229031,,,,,,,,,,
MIN,1,0,0,0,0,0,0,0,0,1,9,1,401229031,,,,,,,,,,
CLE,1,0,0,0,2,0,2,2,0,7,11,0,401229032,,,,,,,,,,
KC,0,0,0,0,0,0,0,0,2,2,5,0,401229032,,,,,,,,,,
PIT,0,0,0,0,2,0,0,0,0,2,5,1,401229040,,,,,,,,,,
CHW,0,1,1,0,0,2,0,0,-,4,6,1,401229040,,,,,,,,,,
NYY,0,0,0,1,1,0,0,2,0,4,11,0,401229037,,,,,,,,,,
LAA,0,0,0,3,3,0,0,0,-,6,6,0,401229037,,,,,,,,,,
SD,0,0,0,0,2,1,0,0,0,3,6,0,401229041,,,,,,,,,,
ARI,0,0,0,0,0,0,0,0,0,0,3,1,401229041,,,,,,,,,,
MIL,2,1,2,1,0,0,0,0,0,6,11,0,401229036,,,,,,,,,,
SF,0,0,0,0,0,1,0,0,1,2,7,1,401229036,,,,,,,,,,
ATL,0,0,1,1,0,0,0,0,0,2,4,0,401229028,,,,,,,,,,
LAD,0,0,0,1,0,0,1,1,-,3,6,0,401229028,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,0,0,6,0,401229034,,,,,,,,,,
SEA,0,0,0,0,0,0,0,4,-,4,6,1,401229034,,,,,,,,,,
STL,1,1,1,2,0,0,0,-,-,5,14,0,401362333,,,,,,,,,,
CIN,0,3,1,0,0,0,0,-,-,4,9,0,401362333,,,,,,,,,,
COL,0,0,0,2,2,0,0,0,5,9,6,0,401229048,,,,,,,,,,
TEX,0,5,0,0,0,0,0,0,0,5,10,5,401229048,,,,,,,,,,
SD,0,0,0,0,0,1,2,0,0,3,7,1,401229056,,,,,,,,,,
ARI,0,0,6,0,0,0,0,2,-,8,13,0,401229056,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,0,0,9,0,401229049,,,,,,,,,,
SEA,0,0,0,0,0,1,0,0,-,1,3,0,401229049,,,,,,,,,,
STL,1,0,0,1,0,0,0,-,-,2,3,2,401229057,,,,,,,,,,
CIN,2,7,2,0,1,0,-,-,-,12,12,0,401229057,,,,,,,,,,
BAL,0,2,0,0,0,1,1,0,0,4,8,0,401229044,,,,,,,,,,
TOR,1,0,0,3,0,0,0,1,-,5,10,0,401229044,,,,,,,,,,
NYY,0,0,2,1,0,0,0,1,0,4,8,0,401229052,,,,,,,,,,
LAA,0,0,0,0,0,1,0,0,0,1,4,0,401229052,,,,,,,,,,
BOS,0,1,0,0,0,0,1,0,1,3,9,1,401229045,,,,,,,,,,
TB,0,0,2,0,0,0,0,0,0,2,8,1,401229045,,,,,,,,,,
OAK,1,0,0,2,3,0,0,0,0,6,10,1,401229053,,,,,,,,,,
DET,0,1,0,2,1,1,2,1,-,8,10,1,401229053,,,,,,,,,,
CHC,0,0,3,0,0,0,0,0,0,3,4,0,401229046,,,,,,,,,,
MIN,0,0,0,0,0,0,0,0,0,0,2,0,401229046,,,,,,,,,,
CLE,0,0,0,0,2,0,1,0,0,5,8,2,401229047,0.0,2.0,,,,,,,,
KC,1,1,0,1,0,0,0,0,0,3,6,1,401229047,0.0,0.0,,,,,,,,
PIT,0,0,0,0,1,0,1,1,0,3,8,1,401229055,,,,,,,,,,
CHW,0,0,0,3,2,0,0,1,-,6,11,0,401229055,,,,,,,,,,
MIL,0,2,0,0,0,0,1,0,2,5,10,0,401229051,,,,,,,,,,
SF,0,0,0,0,2,0,0,0,0,2,8,3,401229051,,,,,,,,,,
ATL,0,0,0,0,0,0,2,1,0,3,7,0,401229043,,,,,,,,,,
LAD,1,0,1,0,0,0,0,2,-,4,7,0,401229043,,,,,,,,,,
PHI,0,0,0,0,0,3,0,4,0,7,9,0,401362410,,,,,,,,,,
WSH,0,0,3,0,3,0,0,0,0,6,11,1,401362410,,,,,,,,,,
OAK,4,1,2,1,0,0,0,0,0,8,12,0,401229063,,,,,,,,,,
DET,0,0,0,0,1,0,5,0,0,6,10,0,401229063,,,,,,,,,,
MIL,0,0,0,1,0,0,0,0,0,1,5,1,401229062,,,,,,,,,,
SF,1,0,0,0,0,0,0,4,-,5,5,0,401229062,,,,,,,,,,
BOS,1,1,0,0,2,0,0,0,0,4,9,0,401229059,,,,,,,,,,
TB,0,0,0,0,0,0,0,0,0,0,5,0,401229059,,,,,,,,,,
MIA,2,0,0,0,0,1,0,0,0,3,4,4,401229061,,,,,,,,,,
NYM,1,0,0,2,0,0,1,0,-,4,8,3,401229061,,,,,,,,,,
PIT,3,0,0,0,0,0,0,0,2,5,7,2,401229064,0.0,0.0,,,,,,,,
CHC,0,0,0,0,0,0,5,0,0,6,12,2,401229064,0.0,1.0,,,,,,,,
CLE,0,0,0,0,3,0,0,1,0,4,8,1,401229060,,,,,,,,,,
KC,0,1,0,0,0,0,0,0,1,2,6,1,401229060,,,,,,,,,,
ATL,1,0,2,0,3,0,0,0,0,6,7,1,401229058,,,,,,,,,,
COL,0,0,5,0,0,0,0,0,0,5,9,0,401229058,,,,,,,,,,
PIT,0,0,0,0,2,3,0,0,0,5,7,0,401229076,,,,,,,,,,
CHC,0,3,1,1,0,1,0,0,-,6,11,2,401229076,,,,,,,,,,
BAL,0,0,0,0,0,1,1,0,0,3,8,2,401229066,1.0,0.0,,,,,,,,
NYY,0,0,0,1,1,0,0,0,0,4,6,1,401229066,1.0,1.0,,,,,,,,
NYM,0,1,1,0,0,0,0,0,0,6,12,1,401229073,4.0,,,,,,,,,
WSH,0,0,0,0,0,0,0,0,2,2,6,1,401229073,0.0,,,,,,,,,
OAK,2,0,0,0,2,2,2,0,2,10,11,0,401229074,,,,,,,,,,
TOR,0,0,0,2,0,0,0,6,3,11,10,1,401229074,,,,,,,,,,
CLE,0,0,0,1,0,0,2,1,1,5,11,0,401229068,,,,,,,,,,
BOS,1,1,0,1,0,0,5,0,-,8,10,0,401229068,,,,,,,,,,
DET,0,2,1,1,0,6,4,1,0,15,18,0,401229069,,,,,,,,,,
CIN,0,1,0,0,2,1,1,0,0,5,9,2,401229069,,,,,,,,,,
MIN,1,0,0,0,1,0,0,1,0,3,5,0,401229072,,,,,,,,,,
TB,0,3,2,0,0,0,0,0,-,5,6,1,401229072,,,,,,,,,,
PHI,1,1,0,0,0,1,0,0,0,3,6,1,401229075,,,,,,,,,,
MIA,3,0,0,0,0,7,0,0,-,10,11,1,401229075,,,,,,,,,,
CHW,0,0,0,0,0,2,0,0,0,2,6,1,401229067,,,,,,,,,,
KC,0,2,4,0,1,0,0,0,-,7,12,0,401229067,,,,,,,,,,
STL,2,2,4,0,0,0,2,0,5,15,12,1,401229078,,,,,,,,,,
MIL,0,0,0,0,0,0,2,0,2,4,9,0,401229078,,,,,,,,,,
ATL,1,1,0,0,0,1,0,0,0,3,7,1,401229065,,,,,,,,,,
COL,1,0,2,0,0,1,0,0,-,4,6,0,401229065,,,,,,,,,,
TEX,0,2,0,0,0,0,0,0,0,2,8,1,401229079,,,,,,,,,,
LAA,2,0,0,0,0,1,0,0,-,3,10,0,401229079,,,,,,,,,,
SEA,1,0,0,0,2,2,0,0,0,6,7,0,401229077,1.0,,,,,,,,,
ARI,0,0,0,1,0,0,4,0,0,5,7,0,401229077,0.0,,,,,,,,,
LAD,0,0,0,0,0,0,0,0,1,2,8,2,401229071,1.0,0.0,,,,,,,,
SF,0,0,1,0,0,0,0,0,0,3,8,0,401229071,1.0,1.0,,,,,,,,
HOU,0,0,0,3,0,0,0,2,1,6,9,0,401229070,,,,,,,,,,
SD,0,0,1,0,1,1,0,0,0,3,7,0,401229070,,,,,,,,,,
BAL,0,0,0,1,0,0,2,0,1,4,11,2,401229081,,,,,,,,,,
NYY,0,0,0,0,0,0,1,2,0,3,3,0,401229081,,,,,,,,,,
NYM,2,4,1,2,0,0,0,0,2,11,13,3,401319236,,,,,,,,,,
WSH,0,0,0,3,0,4,2,0,0,9,13,2,401319236,,,,,,,,,,
PIT,1,0,0,0,5,0,0,0,0,6,9,0,401229091,,,,,,,,,,
CHC,0,0,0,3,1,0,0,0,3,7,11,1,401229091,,,,,,,,,,
OAK,0,0,0,0,1,0,2,0,5,8,10,0,401229089,,,,,,,,,,
TOR,0,1,1,2,0,0,3,3,-,10,15,0,401229089,,,,,,,,,,
CLE,0,0,0,0,0,0,0,0,3,3,7,0,401229083,,,,,,,,,,
BOS,0,0,0,0,0,0,3,0,1,4,7,0,401229083,,,,,,,,,,
MIN,0,0,0,2,2,0,0,0,0,4,9,0,401229087,,,,,,,,,,
TB,2,5,2,2,0,0,0,0,-,11,13,0,401229087,,,,,,,,,,
NYM,1,0,0,0,0,2,0,-,-,3,4,0,401229088,,,,,,,,,,
WSH,2,0,0,0,2,0,-,-,-,4,7,0,401229088,,,,,,,,,,
PHI,0,0,0,2,0,0,0,0,0,2,8,0,401229090,,,,,,,,,,
MIA,0,0,0,0,0,0,0,3,-,3,5,1,401229090,,,,,,,,,,
CHW,3,0,3,2,1,0,0,1,0,10,15,0,401229082,,,,,,,,,,
KC,0,0,3,0,3,1,0,0,0,7,8,1,401229082,,,,,,,,,,
DET,0,0,3,0,1,0,0,0,0,4,8,0,401229084,,,,,,,,,,
CIN,0,0,5,0,0,0,2,0,-,7,10,0,401229084,,,,,,,,,,
STL,0,0,0,0,0,0,0,0,0,0,3,1,401229093,,,,,,,,,,
MIL,1,3,0,0,0,0,0,0,-,4,9,0,401229093,,,,,,,,,,
ATL,2,0,1,0,1,0,0,1,1,6,7,2,401229080,,,,,,,,,,
COL,0,2,2,0,0,2,1,0,-,7,8,1,401229080,,,,,,,,,,
SEA,3,0,0,2,0,3,0,0,0,8,14,0,401229092,,,,,,,,,,
ARI,4,0,0,1,0,0,0,0,0,5,10,0,401229092,,,,,,,,,,
HOU,1,1,0,0,0,0,0,0,0,2,7,0,401229085,,,,,,,,,,
SD,0,4,0,0,0,0,4,2,-,10,11,0,401229085,,,,,,,,,,
LAD,3,0,0,0,0,1,0,0,2,6,6,0,401229086,,,,,,,,,,
SF,1,0,0,0,0,0,0,0,0,1,9,2,401229086,,,,,,,,,,
TEX,0,0,0,0,0,0,0,0,1,1,5,2,401229094,,,,,,,,,,
LAA,0,0,1,0,0,3,0,0,-,4,6,1,401229094,,,,,,,,,,
BAL,0,1,0,1,0,2,4,0,0,8,11,0,401229096,,,,,,,,,,
NYY,0,4,0,0,1,2,0,0,0,7,7,1,401229096,,,,,,,,,,
NYM,4,1,1,0,0,0,0,1,6,13,16,0,401229103,,,,,,,,,,
WSH,3,0,0,0,3,0,0,0,0,6,6,0,401229103,,,,,,,,,,
OAK,0,0,0,0,0,0,0,0,0,0,2,0,401229104,,,,,,,,,,
TOR,0,3,4,1,0,0,0,0,-,8,13,0,401229104,,,,,,,,,,
CLE,2,1,3,0,0,0,0,0,5,11,15,1,401229098,,,,,,,,,,
BOS,0,0,0,0,3,2,0,0,0,5,13,1,401229098,,,,,,,,,,
DET,0,0,0,0,0,3,0,1,0,4,6,0,401229099,,,,,,,,,,
CIN,0,0,0,0,0,0,0,1,0,1,6,1,401229099,,,,,,,,,,
MIN,0,3,1,0,0,0,1,0,1,6,13,0,401229102,,,,,,,,,,
TB,0,0,2,0,3,0,0,0,0,5,11,0,401229102,,,,,,,,,,
PHI,0,0,0,3,0,0,0,0,0,4,6,1,401229105,1.0,,,,,,,,,
MIA,0,1,0,1,0,1,0,0,0,3,2,1,401229105,0.0,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,0,0,6,1,401229097,,,,,,,,,,
KC,3,0,1,0,0,2,0,0,-,6,6,1,401229097,,,,,,,,,,
STL,0,0,0,3,0,0,2,0,0,5,12,0,401229108,,,,,,,,,,
MIL,0,1,0,0,0,0,0,0,5,6,12,1,401229108,,,,,,,,,,
PIT,1,0,4,0,2,1,0,0,0,8,10,0,401229106,,,,,,,,,,
CHC,0,2,5,0,0,0,4,0,-,11,13,0,401229106,,,,,,,,,,
ATL,1,0,5,0,0,0,3,0,0,9,9,1,401229095,,,,,,,,,,
COL,0,0,0,1,0,0,1,0,0,2,2,0,401229095,,,,,,,,,,
TEX,0,1,4,0,1,1,0,0,0,7,11,0,401229109,,,,,,,,,,
LAA,0,0,0,1,0,2,0,0,0,3,8,1,401229109,,,,,,,,,,
HOU,1,0,0,0,0,0,2,0,0,3,6,0,401229100,,,,,,,,,,
SD,3,0,0,0,0,0,0,0,1,4,8,1,401229100,,,,,,,,,,
SEA,0,0,0,2,0,0,1,0,0,10,11,1,401229107,0.0,7.0,,,,,,,,
ARI,0,0,0,0,0,3,0,0,0,4,6,1,401229107,0.0,1.0,,,,,,,,
LAD,0,1,0,0,1,0,0,0,2,4,6,0,401229101,,,,,,,,,,
SF,1,3,2,0,0,0,0,0,-,6,10,1,401229101,,,,,,,,,,
TB,1,0,0,4,0,1,1,1,1,11,19,1,401229119,2.0,,,,,,,,,
BOS,1,6,0,0,0,1,1,0,0,10,14,4,401229119,1.0,,,,,,,,,
KC,0,0,0,0,1,0,0,2,0,3,8,0,401229112,,,,,,,,,,
BAL,0,0,1,0,1,0,0,0,0,2,7,0,401229112,,,,,,,,,,
NYM,1,0,0,1,0,1,0,0,0,3,12,0,401229115,,,,,,,,,,
WSH,1,0,0,1,0,0,0,0,2,4,13,1,401229115,,,,,,,,,,
TOR,2,0,0,0,0,0,1,0,5,8,7,0,401229121,,,,,,,,,,
NYY,0,0,0,0,0,0,0,0,0,0,5,3,401229121,,,,,,,,,,
DET,0,0,0,0,0,3,0,0,0,3,8,0,401229111,,,,,,,,,,
PIT,2,0,0,0,0,0,4,0,-,6,11,0,401229111,,,,,,,,,,
PHI,2,1,0,1,0,0,0,7,1,12,16,0,401229116,,,,,,,,,,
MIL,0,0,0,0,0,0,0,0,0,0,6,1,401229116,,,,,,,,,,
CIN,0,0,0,0,0,3,0,0,0,3,6,1,401229110,,,,,,,,,,
CHC,3,0,0,0,0,0,0,1,-,4,7,0,401229110,,,,,,,,,,
SF,2,0,0,2,4,2,0,0,0,10,15,2,401229118,,,,,,,,,,
COL,0,1,0,0,0,1,1,2,0,5,7,0,401229118,,,,,,,,,,
LAD,4,0,1,0,0,0,0,0,0,5,5,0,401229113,,,,,,,,,,
STL,0,0,0,0,0,1,0,0,0,1,6,1,401229113,,,,,,,,,,
MIN,2,0,1,0,1,1,0,0,0,5,12,0,401229114,,,,,,,,,,
CLE,0,0,0,2,0,0,0,0,0,2,8,0,401229114,,,,,,,,,,
SEA,0,0,2,0,0,0,0,0,0,2,5,2,401229117,,,,,,,,,,
HOU,0,6,0,0,2,3,0,0,-,11,14,0,401229117,,,,,,,,,,
TEX,1,1,0,0,0,0,1,0,1,4,10,0,401229120,,,,,,,,,,
LAA,0,0,0,0,0,0,0,0,0,0,5,0,401229120,,,,,,,,,,
MIN,0,0,0,0,1,0,1,0,1,3,7,0,401229128,,,,,,,,,,
CLE,0,0,0,0,0,0,0,0,0,0,7,0,401229128,,,,,,,,,,
DET,0,0,2,0,0,0,0,0,0,2,7,1,401229125,,,,,,,,,,
PIT,1,0,0,0,0,2,0,0,-,3,11,0,401229125,,,,,,,,,,
NYM,2,0,2,0,0,3,0,1,1,9,6,3,401229129,,,,,,,,,,
MIA,1,1,2,0,0,0,0,0,0,4,10,3,401229129,,,,,,,,,,
KC,0,0,1,1,0,0,0,1,0,3,8,0,401229126,,,,,,,,,,
BAL,4,0,2,0,0,0,1,0,-,7,6,2,401229126,,,,,,,,,,
TOR,0,1,0,2,1,0,0,1,0,5,7,0,401229135,,,,,,,,,,
NYY,0,0,1,0,0,0,0,0,0,1,8,0,401229135,,,,,,,,,,
TB,0,3,2,1,1,1,4,0,0,12,14,0,401229133,,,,,,,,,,
BOS,0,1,0,0,0,0,0,4,2,7,15,0,401229133,,,,,,,,,,
WSH,1,0,0,0,0,0,4,0,0,5,9,0,401229136,,,,,,,,,,
ATL,3,0,1,1,0,0,2,1,-,8,11,0,401229136,,,,,,,,,,
CIN,2,0,0,0,0,0,0,2,0,4,10,0,401229124,,,,,,,,,,
CHC,0,0,1,0,0,0,0,2,0,3,8,0,401229124,,,,,,,,,,
PHI,0,0,0,0,0,0,0,0,0,0,5,1,401229130,,,,,,,,,,
MIL,0,0,3,0,0,3,2,2,-,10,12,0,401229130,,,,,,,,,,
LAD,1,0,0,2,1,1,0,0,2,7,11,0,401229127,,,,,,,,,,
STL,1,0,1,0,0,0,0,0,0,2,8,0,401229127,,,,,,,,,,
